"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"ARL6IP1",1.29996118686566e-51,0.442927124561015,0.741,0.361,2.41220797834793e-47,"ZR"
"DDRGK1",2.07226821111058e-51,0.407545367921342,0.432,0.123,3.84530089253679e-47,"ZR"
"ENPP2",3.12236852441188e-51,0.294378074373503,0.193,0.017,5.79386703389868e-47,"ZR"
"NDUFAF3",3.1454695664623e-51,0.42581639464687,0.617,0.252,5.83673332752745e-47,"ZR"
"REEP5",3.82574797557619e-51,0.441911827030271,0.607,0.245,7.09905794347918e-47,"ZR"
"TST",5.91812980337327e-51,0.297441624461407,0.254,0.037,1.09816816631394e-46,"ZR"
"MTFR1L",1.17121450184001e-50,0.325415111017588,0.299,0.055,2.17330562961432e-46,"ZR"
"CD53",1.22655725110204e-50,-0.46458016425737,0.005,0.27,2.27599963514494e-46,"ZR"
"ATP5F1C",1.68680524621666e-50,0.489536137243429,0.622,0.27,3.13003581487964e-46,"ZR"
"TMEM14C",1.77781177217779e-50,0.389899276856686,0.506,0.171,3.29890752445311e-46,"ZR"
"GZMK",2.11606287831792e-50,-0.859917481235704,0.005,0.266,3.92656627700674e-46,"ZR"
"WDR83OS",2.5756772318263e-50,0.428946053181623,0.728,0.354,4.77942667137688e-46,"ZR"
"ETFB",3.66911852298322e-50,0.460100487732748,0.622,0.261,6.80841633124767e-46,"ZR"
"TPM2",4.61988331767322e-50,0.284457049686661,0.442,0.14,8.57265548427443e-46,"ZR"
"SPTBN1",5.01198525483766e-50,0.353202633515232,0.501,0.179,9.30023983887676e-46,"ZR"
"ACADM",6.96984617407449e-50,0.356981907205749,0.405,0.11,1.29332465606126e-45,"ZR"
"MLXIPL",7.10319116053039e-50,0.260892863850453,0.207,0.022,1.31806815174802e-45,"ZR"
"PRDX4",8.09813644040902e-50,0.330778295784681,0.378,0.098,1.5026901978823e-45,"ZR"
"ARL6IP4",8.5123758459834e-50,0.437045673589114,0.79,0.422,1.57955646198068e-45,"ZR"
"TUSC3",1.55754064967592e-49,0.344853815118833,0.331,0.071,2.89017242953864e-45,"ZR"
"TECR",2.61740899358573e-49,0.43766898530654,0.546,0.203,4.85686412849767e-45,"ZR"
"NR0B1",2.77942753101136e-49,0.254534411802323,0.188,0.017,5.15750572654468e-45,"ZR"
"CD63",3.95270864438149e-49,0.478545292246008,0.931,0.622,7.33464616051429e-45,"ZR"
"PLBD2",4.3791877346504e-49,0.313383784993397,0.269,0.047,8.12602076041728e-45,"ZR"
"TBC1D4",4.70057721577776e-49,0.347996435724692,0.375,0.097,8.72239108159721e-45,"ZR"
"ARMCX2",5.56151979498783e-49,0.26738748086612,0.202,0.023,1.03199561315794e-44,"ZR"
"ATP5F1A",7.3504648796249e-49,0.456383042909177,0.657,0.295,1.3639522630632e-44,"ZR"
"FGG",7.77087195830562e-49,0.441835400291863,0.106,0.003,1.44196300058319e-44,"ZR"
"RARRES3",8.61698418652331e-49,-0.496301357145109,0.007,0.269,1.59896758565127e-44,"ZR"
"C2CD2",1.04031368644366e-48,0.311465776233749,0.365,0.098,1.93040607656485e-44,"ZR"
"RAB11A",1.24268983422102e-48,0.424246808121983,0.602,0.248,2.30593525638053e-44,"ZR"
"COA3",1.35048592444469e-48,0.363757142222565,0.425,0.124,2.50596168139956e-44,"ZR"
"ABCA8",1.48969117283137e-48,0.283145368326372,0.259,0.043,2.76427094030588e-44,"ZR"
"HMGN3",1.69284680693276e-48,0.445847164303774,0.615,0.26,3.14124653494444e-44,"ZR"
"SDHC",1.69486596586492e-48,0.402063214448285,0.519,0.185,3.14499328625894e-44,"ZR"
"EPB41L1",2.26916033742481e-48,0.283563657363849,0.24,0.034,4.21065392212548e-44,"ZR"
"MARCKS",2.77039714100449e-48,-0.574918152933779,0,0.236,5.14074893484793e-44,"ZR"
"UQCRB",2.88919763456453e-48,0.457794632921628,0.872,0.528,5.36119513069795e-44,"ZR"
"HSPA1A",3.37981631385694e-48,-1.5826333542895,0.338,0.631,6.27158715199294e-44,"ZR"
"GLRX",3.59079054830431e-48,0.388227820613282,0.489,0.165,6.66307094143347e-44,"ZR"
"BEX2",3.89715112971231e-48,0.34039474227545,0.336,0.076,7.23155363629416e-44,"ZR"
"CKB",4.09531579386314e-48,0.324703339774876,0.378,0.105,7.59926798709244e-44,"ZR"
"HLA-DMA",5.0826239749581e-48,0.578325246457603,0.647,0.295,9.43131704793226e-44,"ZR"
"RWDD4",5.42355347906979e-48,0.338505587134353,0.39,0.107,1.00639458357619e-43,"ZR"
"TCEAL4",8.33241630380998e-48,0.400969314476006,0.531,0.197,1.54616316933498e-43,"ZR"
"LAMTOR2",8.44356779166354e-48,0.378794112248526,0.541,0.204,1.56678843942109e-43,"ZR"
"PTRHD1",1.09938771346426e-47,0.344578629010495,0.393,0.107,2.04002384110428e-43,"ZR"
"ATP6V1G1",1.59788059051257e-47,0.386935474827878,0.758,0.394,2.96502722375512e-43,"ZR"
"DGAT1",2.46141003359865e-47,0.309389077593901,0.279,0.051,4.56739245834565e-43,"ZR"
"GNG12",2.91781619099614e-47,0.297563975556295,0.281,0.051,5.41429972401243e-43,"ZR"
"MDH2",3.07622356603695e-47,0.391806798495265,0.543,0.206,5.70824044913817e-43,"ZR"
"PGAM1",3.08257079268698e-47,0.399551115092778,0.58,0.234,5.72001836290997e-43,"ZR"
"POLDIP2",3.10690551565307e-47,0.336204784935481,0.328,0.073,5.76517387484584e-43,"ZR"
"PTOV1",3.61407702946019e-47,0.348575404595666,0.365,0.092,6.70628133586632e-43,"ZR"
"MZT2B",3.92818735376911e-47,0.378702444904129,0.825,0.47,7.28914445365396e-43,"ZR"
"FHL2",4.72741468076485e-47,0.277611569978581,0.244,0.037,8.77219068162726e-43,"ZR"
"HSD17B11",5.2808004667968e-47,0.407795575363107,0.543,0.207,9.79905334618815e-43,"ZR"
"EDF1",6.01361398458871e-47,0.391885487550833,0.891,0.558,1.11588621098028e-42,"ZR"
"FCER1G",6.6334150117385e-47,-1.06360945463408,0.012,0.266,1.2308964895782e-42,"ZR"
"CRIP1",6.64931537857787e-47,-0.491067156497107,0,0.23,1.23384696164891e-42,"ZR"
"USP48",1.07210127320879e-46,0.313268212101384,0.296,0.059,1.98939112256623e-42,"ZR"
"COA4",1.25279343906338e-46,0.368319609160182,0.39,0.107,2.32468350552601e-42,"ZR"
"SLIRP",1.71154266924206e-46,0.385062548749049,0.625,0.275,3.17593857704557e-42,"ZR"
"OST4",1.8280772340763e-46,0.419230871694269,0.914,0.604,3.39218011555198e-42,"ZR"
"YWHAE",1.85857426613883e-46,0.376372052328162,0.691,0.336,3.44877040824721e-42,"ZR"
"VDAC2",2.22804169000423e-46,0.390308774268588,0.528,0.198,4.13435415997184e-42,"ZR"
"AIF1",3.12682393951278e-46,-1.03366739727472,0.01,0.263,5.80213450215991e-42,"ZR"
"FSTL3",3.18856294027806e-46,0.265378318305925,0.205,0.024,5.91669739197997e-42,"ZR"
"GZMH",4.02210383662963e-46,-0.616822853497759,0,0.227,7.46341587924995e-42,"ZR"
"CTSC",4.80508062963728e-46,-0.510645514841308,0.022,0.291,8.91630761635494e-42,"ZR"
"CD3E",5.03534648667255e-46,-0.509077067050123,0.002,0.241,9.34358894066959e-42,"ZR"
"PDK4",6.36887733192874e-46,0.322700520585733,0.432,0.144,1.1818088777127e-41,"ZR"
"MRPS34",7.01835497288328e-46,0.380005810555342,0.479,0.164,1.30232594876822e-41,"ZR"
"GPSM3",7.027999856316e-46,-0.402277902253817,0.002,0.241,1.304115653338e-41,"ZR"
"SELENOS",8.21027361773678e-46,0.398647333239511,0.526,0.198,1.52349837250724e-41,"ZR"
"DMAC1",8.72402822845543e-46,0.350041209062127,0.425,0.13,1.61883067807219e-41,"ZR"
"CD48",8.85084885769282e-46,-0.454866008136939,0.005,0.248,1.64236351403348e-41,"ZR"
"POLR2K",1.234232754406e-45,0.396616433108646,0.573,0.234,2.29024229907578e-41,"ZR"
"COX6C",2.58448112298633e-45,0.468618558586386,0.886,0.593,4.79576317181344e-41,"ZR"
"NEDD8",3.27509282046599e-45,0.421298512401357,0.783,0.431,6.07726223765669e-41,"ZR"
"RAB1A",3.67434460167036e-45,0.379124762647905,0.511,0.189,6.81811384285951e-41,"ZR"
"SEC61G",5.90038291391919e-45,0.415168465799383,0.795,0.445,1.09487505350684e-40,"ZR"
"PSMB9",9.64322665008229e-45,-0.543973795276472,0.074,0.371,1.78939713718927e-40,"ZR"
"BANF1",1.27984471002752e-44,0.364956971930774,0.543,0.216,2.37487984392706e-40,"ZR"
"DLK1",1.59249381848775e-44,0.932520578964326,0.516,0.227,2.95503152958587e-40,"ZR"
"KRT8",1.77714284347882e-44,0.343950459454557,0.249,0.043,3.29766626035929e-40,"ZR"
"MINOS1",1.79775120597515e-44,0.370669449699585,0.657,0.31,3.33590713780748e-40,"ZR"
"RPL28",1.98910907687445e-44,-0.720826309424727,0.99,0.99,3.69099080304822e-40,"ZR"
"ATP5MC3",2.0281955423217e-44,0.380708037403762,0.704,0.352,3.76351964833214e-40,"ZR"
"ANAPC13",2.08327830127451e-44,0.341666611927417,0.38,0.106,3.86573121584498e-40,"ZR"
"EID1",2.62428977831578e-44,0.416600411969691,0.709,0.357,4.86963211264275e-40,"ZR"
"BSG",2.66803809861502e-44,0.392968234964805,0.664,0.317,4.95081149579003e-40,"ZR"
"MSN",2.85147194375742e-44,-0.394569494280532,0.007,0.249,5.29119133883626e-40,"ZR"
"HSP90B1",4.86631365055748e-44,0.429103298429519,0.679,0.33,9.02993160997447e-40,"ZR"
"CCL3",5.05185909371101e-44,-1.68359732484566,0.022,0.281,9.37422973429016e-40,"ZR"
"COMMD6",5.73681109630637e-44,0.456888325170301,0.896,0.601,1.06452266703061e-39,"ZR"
"CLTC",1.30528726008214e-43,0.332077537044025,0.425,0.137,2.42209103980842e-39,"ZR"
"CCL3L1",1.37835748373519e-43,-1.38712773735026,0.01,0.252,2.55768014681901e-39,"ZR"
"NSFL1C",1.48826909294259e-43,0.318975406246452,0.328,0.079,2.76163212886427e-39,"ZR"
"PSMA7",1.99541686549757e-43,0.377308912774206,0.869,0.541,3.7026955356173e-39,"ZR"
"PSMB5",2.03614958631011e-43,0.350115386414624,0.459,0.159,3.77827917235703e-39,"ZR"
"CSDC2",2.23300210326312e-43,0.272751377390881,0.237,0.038,4.14355870281505e-39,"ZR"
"MRPL36",2.44936662190146e-43,0.317573086921798,0.353,0.094,4.54504470360035e-39,"ZR"
"HSBP1",2.72155549487742e-43,0.371849748893423,0.622,0.284,5.05011837629453e-39,"ZR"
"BNIP3",2.73269068880207e-43,0.295100530132086,0.301,0.067,5.07078084214112e-39,"ZR"
"CTSS",3.22041154260708e-43,-0.606121164918794,0.012,0.255,5.97579565846169e-39,"ZR"
"LAMTOR5",3.38334534148018e-43,0.427275459566678,0.627,0.29,6.27813561565062e-39,"ZR"
"CUTA",3.99752760370971e-43,0.398166422966687,0.704,0.357,7.41781222144374e-39,"ZR"
"RER1",5.25902689729883e-43,0.381006908089769,0.489,0.179,9.75865031062772e-39,"ZR"
"TOR1AIP2",8.0751114942865e-43,0.344357505088047,0.321,0.079,1.4984176888798e-38,"ZR"
"GLO1",9.02514600987337e-43,0.332732756077942,0.373,0.105,1.6747060935921e-38,"ZR"
"JAZF1",9.09436196285251e-43,0.280314608368449,0.254,0.046,1.68754980582691e-38,"ZR"
"CD2",9.20949523504698e-43,-0.510871865919222,0.002,0.226,1.70891393581532e-38,"ZR"
"C1orf21",1.27318922362636e-42,0.295004092993919,0.304,0.07,2.36252992336107e-38,"ZR"
"PTP4A1",1.94304543449518e-42,0.414160229913299,0.435,0.144,3.60551510824926e-38,"ZR"
"SLC9A3R1",1.96893097216938e-42,0.330558760190628,0.346,0.091,3.6535483119575e-38,"ZR"
"SDHA",2.12088228893076e-42,0.320916059637201,0.363,0.101,3.93550917533992e-38,"ZR"
"LINC02363",2.15680547847472e-42,0.279198361407129,0.235,0.04,4.0021682458577e-38,"ZR"
"RHOBTB3",2.1698169023474e-42,0.313470406506216,0.353,0.098,4.02631224399584e-38,"ZR"
"RAB31",2.4208971104925e-42,0.344626388818968,0.449,0.157,4.49221667822988e-38,"ZR"
"GLUD1",2.82851487734249e-42,0.34934280820305,0.388,0.115,5.24859220639672e-38,"ZR"
"ARL4C",3.34797907799884e-42,-0.403203207042393,0,0.209,6.21250997713464e-38,"ZR"
"GADD45GIP1",3.63651426615479e-42,0.350027533841834,0.593,0.264,6.74791587227682e-38,"ZR"
"RPS7",3.90273686918494e-42,-0.601946055852193,0.921,0.957,7.24191853445957e-38,"ZR"
"PHYH",3.95495910865933e-42,0.277874971523397,0.269,0.053,7.33882212202825e-38,"ZR"
"RNASET2",3.98688852384501e-42,-0.526327546935585,0.017,0.264,7.3980703448468e-38,"ZR"
"PRKCA",4.84206623252776e-42,0.297286266431672,0.277,0.056,8.98493810107851e-38,"ZR"
"CD81",5.02710292837415e-42,-0.514032458006634,0.037,0.3,9.32829219389106e-38,"ZR"
"GNPTG",5.14556584767134e-42,0.315522925935479,0.311,0.073,9.54811198693894e-38,"ZR"
"SMIM26",8.54365567985836e-42,0.37968979911667,0.573,0.246,1.58536074795452e-37,"ZR"
"IFITM1",9.38212898559621e-42,-0.45664317052718,0.01,0.245,1.74094785456723e-37,"ZR"
"TMEM120A",1.06481458047785e-41,0.311919268533365,0.326,0.081,1.9758699355347e-37,"ZR"
"TXNDC17",1.15272369451253e-41,0.362912825392844,0.454,0.159,2.13899408753745e-37,"ZR"
"MRFAP1",1.21700583318354e-41,0.374559049462455,0.565,0.241,2.25827602405537e-37,"ZR"
"TUBA1B",1.61695897540544e-41,-0.686412110777471,0.101,0.393,3.00042907476233e-37,"ZR"
"LGALS1",2.33034941064404e-41,0.305675365384198,0.869,0.551,4.32419636639108e-37,"ZR"
"BIN1",2.90986559861973e-41,0.355851867080241,0.398,0.123,5.39954660479877e-37,"ZR"
"NDUFB6",2.97687647626015e-41,0.345228977490469,0.442,0.152,5.52389198934834e-37,"ZR"
"RGCC",3.07435262478008e-41,-0.533530955911239,0,0.205,5.70476873054192e-37,"ZR"
"ECHDC2",3.80691687299031e-41,0.306278592609775,0.323,0.082,7.06411494952082e-37,"ZR"
"MPST",4.30044228639936e-41,0.323894186032636,0.365,0.105,7.97990070664265e-37,"ZR"
"MRPL51",4.40081240773435e-41,0.341360642881509,0.56,0.242,8.16614750379185e-37,"ZR"
"GIMAP4",4.88668318230607e-41,-0.34363448528854,0,0.204,9.06772931308713e-37,"ZR"
"UBC",7.25618725184716e-41,-0.773754183289578,0.657,0.849,1.34645810645276e-36,"ZR"
"MOCS2",7.50884910192634e-41,0.31182609826365,0.336,0.089,1.39334203935345e-36,"ZR"
"CHMP2A",7.54542563359378e-41,0.384651532965196,0.59,0.263,1.40012918056966e-36,"ZR"
"C1QBP",1.27559689896451e-40,0.336516742378368,0.479,0.181,2.36699760571854e-36,"ZR"
"HLA-DRB5",1.41129403908805e-40,0.679795674907302,0.76,0.44,2.61879721893179e-36,"ZR"
"TMED10",1.49218007501904e-40,0.346820030288201,0.533,0.221,2.76888934720533e-36,"ZR"
"RNASEH2C",1.8564987354911e-40,0.357924437797804,0.479,0.179,3.44491905357728e-36,"ZR"
"SLC2A3",2.6584673007576e-40,-0.458655634435095,0.005,0.223,4.9330519232858e-36,"ZR"
"C1QA",3.05084810964137e-40,-1.89245413339125,0.015,0.247,5.66115375225052e-36,"ZR"
"RAC2",3.45698583189324e-40,-0.395221248730816,0.002,0.215,6.41478290966109e-36,"ZR"
"MRPS16",3.47075085153139e-40,0.316527049648908,0.356,0.101,6.44032528010164e-36,"ZR"
"HSPB1",3.91885531015064e-40,0.291809238950791,0.728,0.401,7.27182791351552e-36,"ZR"
"NDUFB5",5.33808313797846e-40,0.347848619827677,0.474,0.177,9.90534707083283e-36,"ZR"
"SNX3",5.93132588273753e-40,0.31261829488554,0.736,0.408,1.10061683080078e-35,"ZR"
"ELOC",6.1130456976291e-40,0.336665930869051,0.496,0.196,1.13433675965206e-35,"ZR"
"HCLS1",7.44922947954555e-40,-0.380747941789049,0.005,0.222,1.38227902222447e-35,"ZR"
"BZW1",7.54864267844721e-40,0.359974773549119,0.516,0.209,1.40072613541266e-35,"ZR"
"SEPT4",9.25789337772217e-40,0.311731576470277,0.306,0.075,1.71789469517013e-35,"ZR"
"PANK3",1.00610752961503e-39,0.286577398825349,0.269,0.057,1.86693313195364e-35,"ZR"
"MRPL20",1.09299325311923e-39,0.341156489758461,0.526,0.219,2.02815828048805e-35,"ZR"
"CIRBP",1.19167566072459e-39,0.312025949129479,0.835,0.517,2.21127335604055e-35,"ZR"
"ZFP36L1",1.36329817283395e-39,-0.746609135028725,0.126,0.415,2.52973608951068e-35,"ZR"
"ACAP1",1.96481271681251e-39,-0.417130946945151,0.002,0.211,3.64590647731729e-35,"ZR"
"NUDT4",2.23178948732345e-39,0.302164452117107,0.353,0.103,4.1413085726774e-35,"ZR"
"CAT",2.51884889310712e-39,0.323660493386068,0.356,0.102,4.67397600604957e-35,"ZR"
"TGFB1",2.71480169846461e-39,-0.35203152833462,0.005,0.219,5.03758603167093e-35,"ZR"
"YWHAQ",2.93216063462404e-39,0.348208296428865,0.519,0.213,5.44091727360837e-35,"ZR"
"FCGRT",2.93875564450175e-39,-0.66731004327683,0.059,0.316,5.45315497393744e-35,"ZR"
"NDUFAF8",3.48601422624749e-39,0.365981336821443,0.484,0.186,6.46864799822484e-35,"ZR"
"GSN",3.50350954458604e-39,-0.86854058393874,0.03,0.271,6.50111231093385e-35,"ZR"
"SCAP",3.8704445328912e-39,0.254021729788991,0.235,0.042,7.18199687523292e-35,"ZR"
"CD44",4.85278932915328e-39,-0.43291691246637,0.012,0.237,9.00483587917683e-35,"ZR"
"EPHX2",5.56798815746709e-39,0.260509973380702,0.237,0.043,1.03319588249959e-34,"ZR"
"EMP3",6.46853082620705e-39,-0.635728216995753,0.136,0.417,1.20030058011098e-34,"ZR"
"DDX5",7.7859061464074e-39,-0.583839331443083,0.464,0.649,1.44475274452736e-34,"ZR"
"ATPAF1",8.59207305060371e-39,0.268114915602736,0.269,0.059,1.59434507527002e-34,"ZR"
"ZFP36",1.18398233391335e-38,-0.94240119054507,0.237,0.513,2.19699761880962e-34,"ZR"
"TNFAIP3",1.25442103534052e-38,-0.516556446127047,0.012,0.236,2.32770367317787e-34,"ZR"
"HLA-A",1.39172423489927e-38,-0.623530415865053,0.862,0.958,2.58248349027909e-34,"ZR"
"NFKBIA",1.54400997947351e-38,-0.97172752566823,0.163,0.441,2.86506491791104e-34,"ZR"
"SMIM10L1",1.59143925823138e-38,0.299404337201868,0.294,0.071,2.95307468757414e-34,"ZR"
"CISD1",1.96619367207693e-38,0.313302529568948,0.343,0.098,3.64846897790594e-34,"ZR"
"ISG20",2.12180669297198e-38,-0.449622742849408,0.017,0.246,3.9372244994788e-34,"ZR"
"FUS",2.88747761731452e-38,-0.467552658924061,0.072,0.34,5.35800346668882e-34,"ZR"
"TSHZ2",2.89021678282404e-38,0.263319249620479,0.249,0.051,5.36308626220829e-34,"ZR"
"TSPYL1",3.81536415101478e-38,0.35100043794847,0.393,0.129,7.07978971862303e-34,"ZR"
"C19orf70",4.79635052889414e-38,0.312406199417513,0.516,0.22,8.90010804141596e-34,"ZR"
"RNASE1",5.2009175804566e-38,-1.23431685735708,0.032,0.266,9.65082266229527e-34,"ZR"
"LPP",5.53003523553554e-38,0.312183975125506,0.4,0.135,1.02615333830597e-33,"ZR"
"P4HB",6.47469455027577e-38,0.368478550128009,0.553,0.243,1.20144432074917e-33,"ZR"
"SELENOP",7.03770600848126e-38,-0.391882411237261,0.454,0.268,1.30591672693378e-33,"ZR"
"FBXO21",8.94606804155829e-38,0.288012194324272,0.353,0.11,1.66003238579156e-33,"ZR"
"GADD45B",9.23641108702443e-38,-0.81466646783476,0.099,0.379,1.71390844130825e-33,"ZR"
"PABPC1",9.23935303764645e-38,-0.563859622137045,0.178,0.449,1.71445434966567e-33,"ZR"
"ANAPC11",1.14194087990018e-37,0.355393595038929,0.588,0.273,2.11898549674278e-33,"ZR"
"C1QB",1.59470267004563e-37,-1.71054645057506,0.012,0.229,2.95913027453666e-33,"ZR"
"WBP2",1.65739066140535e-37,0.330433048744411,0.412,0.142,3.07545411130377e-33,"ZR"
"NDUFB8",1.70056780186364e-37,0.386463713291555,0.674,0.352,3.15557361313816e-33,"ZR"
"TYMP",1.93447189172941e-37,-0.622978312180756,0.052,0.302,3.58960604229309e-33,"ZR"
"SMDT1",1.98122885878228e-37,0.345552282016012,0.679,0.357,3.67636827035639e-33,"ZR"
"RAB9A",2.37765857231753e-37,0.278415969646541,0.289,0.071,4.4119832467924e-33,"ZR"
"TMEM14A",2.63070066165325e-37,0.28370781831432,0.333,0.097,4.88152814776376e-33,"ZR"
"GIMAP7",3.28302501456816e-37,-0.342664986428587,0,0.186,6.09198121703268e-33,"ZR"
"POLR2I",3.33364725282565e-37,0.306243195106384,0.454,0.177,6.18591584234328e-33,"ZR"
"S100A13",3.3704682235637e-37,0.384619459708757,0.378,0.121,6.2542408356448e-33,"ZR"
"CARD16",3.90838096903064e-37,-0.322891141528601,0,0.186,7.25239172613326e-33,"ZR"
"SDC3",4.43427137987702e-37,0.284803140606747,0.314,0.086,8.22823397249981e-33,"ZR"
"CTTN",4.44557100132677e-37,0.29370023076232,0.321,0.089,8.24920155006196e-33,"ZR"
"COQ8A",5.17730225958214e-37,0.274847681929104,0.289,0.072,9.60700207288061e-33,"ZR"
"GABARAP",5.52401910946565e-37,0.358797548106747,0.553,0.247,1.02503698595245e-32,"ZR"
"TMBIM4",5.62601288198903e-37,0.365623460934352,0.679,0.358,1.04396295038188e-32,"ZR"
"LST1",6.66788108402341e-37,-0.664403829975072,0.005,0.207,1.23729201395138e-32,"ZR"
"ZNF331",6.86760262087652e-37,-0.493795051832499,0.015,0.235,1.27435234232985e-32,"ZR"
"HEBP2",7.57909113304654e-37,0.308164470377028,0.449,0.173,1.40637615064812e-32,"ZR"
"RPS27",9.91585097885512e-37,-0.754933756153134,1,0.995,1.83998530763636e-32,"ZR"
"CD7",1.15777033755489e-36,-0.450506606620105,0.002,0.198,2.14835863836685e-32,"ZR"
"MT1G",1.41723965211644e-36,0.351663278979935,0.156,0.018,2.62982989846726e-32,"ZR"
"RPS15A",2.23050103060409e-36,-0.657358189109098,0.995,0.994,4.13891771238895e-32,"ZR"
"PTMS",2.29653211346044e-36,-0.399378965082421,0.025,0.254,4.2614449897372e-32,"ZR"
"B2M",3.31340607507579e-36,-0.569151519734193,0.99,0.999,6.14835631291064e-32,"ZR"
"ALKBH7",3.68667950235143e-36,0.325438483555578,0.447,0.17,6.84100248456331e-32,"ZR"
"PYCARD",3.70500603724938e-36,-0.36390931097964,0.007,0.211,6.87500920271996e-32,"ZR"
"TOMM7",4.26677898581645e-36,0.333382881446639,0.931,0.672,7.917435086081e-32,"ZR"
"NDFIP1",4.33150157060526e-36,0.354882302352174,0.506,0.213,8.03753431441512e-32,"ZR"
"PKM",5.32017107040284e-36,0.319575402464185,0.644,0.335,9.87210943823951e-32,"ZR"
"IGFBP7",7.4853262168819e-36,-1.69784986447919,0.002,0.195,1.38897713280461e-31,"ZR"
"COPS9",7.69977891977022e-36,0.354380341366694,0.654,0.339,1.42877097635256e-31,"ZR"
"GNAI2",8.55587446933139e-36,-0.417479217087568,0.052,0.298,1.58762806652913e-31,"ZR"
"TMBIM6",1.00157668169765e-35,0.296453550886848,0.77,0.462,1.85852569055816e-31,"ZR"
"NDUFS2",1.14518845229101e-35,0.306723218145787,0.407,0.146,2.1250116920712e-31,"ZR"
"RGS10",1.56145101186546e-35,-0.357975640580143,0.002,0.193,2.89742849761754e-31,"ZR"
"GSTP1",1.88329094275028e-35,0.342501746561961,0.81,0.503,3.49463467336743e-31,"ZR"
"CAP1",2.24211305489175e-35,-0.452521735105554,0.081,0.337,4.16046498465712e-31,"ZR"
"SELENOH",3.56742041297973e-35,0.33587056761063,0.637,0.328,6.61970531832519e-31,"ZR"
"PGM1",3.60874255825305e-35,0.25738900516141,0.235,0.048,6.69638269109436e-31,"ZR"
"STUB1",3.74548289287251e-35,0.330748589002135,0.504,0.215,6.95011805601424e-31,"ZR"
"LITAF",3.90051571208792e-35,-0.424230594266187,0.03,0.255,7.23779695535035e-31,"ZR"
"REL",4.16675862283656e-35,-0.392257255097896,0.012,0.221,7.73183730053551e-31,"ZR"
"C1orf162",4.20564304257379e-35,-0.439466956124425,0.002,0.191,7.80399122979992e-31,"ZR"
"NFE2L1",4.25423788419611e-35,0.270514155194692,0.277,0.068,7.89416381791429e-31,"ZR"
"ID2",4.67926694687941e-35,-0.668670484520303,0.138,0.395,8.68284774662944e-31,"ZR"
"LY6D",5.09329706308443e-35,0.302387506360714,0.22,0.042,9.45112203025947e-31,"ZR"
"PDCD5",5.13739333665646e-35,0.296587614777374,0.415,0.154,9.53294707549973e-31,"ZR"
"RPS2",6.67079030641845e-35,-0.619524484416517,0.99,0.989,1.23783184925901e-30,"ZR"
"PGRMC2",1.26381238679561e-34,0.261673728282191,0.277,0.07,2.34513026493793e-30,"ZR"
"IER5",1.40783206070342e-34,-0.435614831707442,0.01,0.21,2.61237317184126e-30,"ZR"
"TMEM230",1.71849630460736e-34,0.347488163854132,0.556,0.258,3.18884174282942e-30,"ZR"
"ATP6V0B",2.02088243413105e-34,0.376963633064316,0.625,0.319,3.74994944477358e-30,"ZR"
"GABARAPL2",2.7686536591092e-34,0.296592994144059,0.647,0.345,5.13751372984303e-30,"ZR"
"HIGD1A",3.31761162757963e-34,0.291653684190008,0.358,0.118,6.15616013613675e-30,"ZR"
"C8orf33",4.09975435380867e-34,0.296871465452861,0.304,0.084,7.60750417892736e-30,"ZR"
"FAU",5.1722101946205e-34,0.355579773365469,0.998,0.981,9.59755323713781e-30,"ZR"
"PSMB7",5.59522818051777e-34,0.349012343457103,0.491,0.209,1.03825054117688e-29,"ZR"
"TRBC2",5.73234767509877e-34,-0.455337886226117,0.007,0.2,1.06369443459133e-29,"ZR"
"EVI2B",6.81275020949575e-34,-0.284532139698546,0,0.17,1.26417392887403e-29,"ZR"
"NHP2",6.92894446906652e-34,0.31617070587374,0.467,0.192,1.28573493567998e-29,"ZR"
"CD3G",7.05008899845386e-34,-0.344441903622178,0,0.17,1.3082145145531e-29,"ZR"
"ALKAL2",9.10252500261396e-34,0.252413300100299,0.257,0.064,1.68906453948505e-29,"ZR"
"RPLP2",1.16771721467873e-33,-0.618111210798495,0.995,0.994,2.16681606355785e-29,"ZR"
"LCK",1.26134736399021e-33,-0.322727264088669,0,0.169,2.34055616862023e-29,"ZR"
"KLHDC8B",1.74985007349602e-33,0.292855896013041,0.277,0.071,3.24702179637922e-29,"ZR"
"SEC61B",2.61420359626318e-33,0.31794413814414,0.709,0.405,4.85091619322596e-29,"ZR"
"UBB",2.736205611942e-33,0.395357368622232,0.97,0.836,5.07730313351958e-29,"ZR"
"SAMSN1",3.13296957878901e-33,-0.334183527001695,0.002,0.182,5.81353835040088e-29,"ZR"
"NQO2",3.27430554089504e-33,0.295281821730108,0.304,0.087,6.07580136168483e-29,"ZR"
"CYTIP",3.77826952259955e-33,-0.334979512964977,0.002,0.182,7.01095692613572e-29,"ZR"
"GTF2I",5.84961303228072e-33,0.299902953171162,0.405,0.151,1.08545419427001e-28,"ZR"
